month_date,grade,from_bucket,to_bucket,from_balance,to_balance,flow_rate
2015-08-01,E,150+,180+,6133472.5,6604542.5,1.0
2015-08-01,E,180+,GCO,7215926.25,85108523.75,1.0
2015-08-01,F,Current,30+,199979370.87,5179878.75,0.025902
2015-08-01,F,30+,60+,4665288.75,4447646.25,0.953349
2015-08-01,F,60+,90+,4460757.5,4319402.5,0.968311
2015-08-01,F,90+,120+,3982228.75,3870751.25,0.972006
2015-08-01,F,120+,150+,2746435.0,2206366.25,0.803356
2015-08-01,F,150+,180+,2801175.0,3400446.25,1.0
2015-08-01,F,180+,GCO,3270353.75,47105193.75,1.0
2015-08-01,G,Current,30+,49994311.41,1634401.25,0.032692
2015-08-01,G,30+,60+,1578641.25,1571607.5,0.995544
2015-08-01,G,60+,90+,1623563.75,1541028.75,0.949164
2015-08-01,G,90+,120+,1205172.5,1365588.75,1.0
2015-08-01,G,120+,150+,747171.25,497738.75,0.666164
2015-08-01,G,150+,180+,1142463.75,1250456.25,1.0
2015-08-01,G,180+,GCO,1074570.0,14463642.5,1.0
2015-09-01,A,Current,30+,1080809168.17,1709477.5,0.001582
2015-09-01,A,30+,60+,1647130.0,1635867.5,0.993162
2015-09-01,A,60+,90+,1517717.5,1506880.0,0.992859
2015-09-01,A,90+,120+,1457325.0,1358172.5,0.931963
2015-09-01,A,120+,150+,1175337.5,1080838.75,0.919599
2015-09-01,A,150+,180+,836867.5,1077056.25,1.0
2015-09-01,A,180+,GCO,1075122.5,16797041.25,1.0
2015-09-01,B,Current,30+,1646604278.68,6458682.5,0.003922
2015-09-01,B,30+,60+,6086467.5,6146860.0,1.0
2015-09-01,B,60+,90+,5307123.75,5291972.5,0.997145
2015-09-01,B,90+,120+,5156121.25,5078983.75,0.98504
2015-09-01,B,120+,150+,4638896.25,4587343.75,0.988887
2015-09-01,B,150+,180+,3864546.25,3939410.0,1.0
2015-09-01,B,180+,GCO,4353423.75,72262133.75,1.0
2015-09-01,C,Current,30+,1762239466.89,11650440.0,0.006611
2015-09-01,C,30+,60+,10845978.75,11142650.0,1.0
2015-09-01,C,60+,90+,10695847.5,10779551.25,1.0
2015-09-01,C,90+,120+,10221505.0,10161367.5,0.994117
2015-09-01,C,120+,150+,9922900.0,9793190.0,0.986928
2015-09-01,C,150+,180+,7988087.5,7893355.0,0.988141
2015-09-01,C,180+,GCO,7968750.0,111854793.75,1.0
2015-09-01,D,Current,30+,1056732274.57,12803380.0,0.012116
2015-09-01,D,30+,60+,11869102.5,11423043.75,0.962418
2015-09-01,D,60+,90+,10650478.75,11153997.5,1.0
2015-09-01,D,90+,120+,11240442.5,11197113.75,0.996145
2015-09-01,D,120+,150+,8866605.0,9144810.0,1.0
2015-09-01,D,150+,180+,7645601.25,7923423.75,1.0
2015-09-01,D,180+,GCO,8644478.75,109239343.75,1.0
2015-09-01,E,Current,30+,608691492.56,10650202.5,0.017497
2015-09-01,E,30+,60+,9491503.75,9123262.5,0.961203
2015-09-01,E,60+,90+,8718131.25,8925743.75,1.0
2015-09-01,E,90+,120+,9674487.5,9791915.0,1.0
2015-09-01,E,120+,150+,8159468.75,8275260.0,1.0
2015-09-01,E,150+,180+,5461101.25,5852483.75,1.0
2015-09-01,E,180+,GCO,6604542.5,89137651.25,1.0
2015-09-01,F,Current,30+,202060750.94,4806537.5,0.023788
2015-09-01,F,30+,60+,5179878.75,5099086.25,0.984403
2015-09-01,F,60+,90+,4447646.25,4586345.0,1.0
2015-09-01,F,90+,120+,4319402.5,4509483.75,1.0
2015-09-01,F,120+,150+,3870751.25,3942300.0,1.0
2015-09-01,F,150+,180+,2206366.25,2683768.75,1.0
2015-09-01,F,180+,GCO,3400446.25,49059598.75,1.0
2015-09-01,G,Current,30+,49479565.38,1754527.5,0.03546
2015-09-01,G,30+,60+,1634401.25,1570226.25,0.960735
2015-09-01,G,60+,90+,1571607.5,1613618.75,1.0
2015-09-01,G,90+,120+,1541028.75,1570247.5,1.0
2015-09-01,G,120+,150+,1365588.75,1248288.75,0.914103
2015-09-01,G,150+,180+,497738.75,728173.75,1.0
2015-09-01,G,180+,GCO,1250456.25,15293540.0,1.0
2015-10-01,A,Current,30+,1173571890.49,1572967.5,0.00134
2015-10-01,A,30+,60+,1709477.5,1625136.25,0.950663
2015-10-01,A,60+,90+,1635867.5,1599105.0,0.977527
2015-10-01,A,90+,120+,1506880.0,1572542.5,1.0
2015-10-01,A,120+,150+,1358172.5,1356940.0,0.999093
2015-10-01,A,150+,180+,1080838.75,1275722.5,1.0
2015-10-01,A,180+,GCO,1077056.25,18011670.0,1.0
2015-10-01,B,Current,30+,1773480969.53,6887720.0,0.003884
2015-10-01,B,30+,60+,6458682.5,6608920.0,1.0
2015-10-01,B,60+,90+,6146860.0,6009266.25,0.977616
2015-10-01,B,90+,120+,5291972.5,5316835.0,1.0
2015-10-01,B,120+,150+,5078983.75,5286787.5,1.0
2015-10-01,B,150+,180+,4587343.75,4604110.0,1.0
2015-10-01,B,180+,GCO,3939410.0,77350998.75,1.0
2015-10-01,C,Current,30+,1873543411.29,13455415.0,0.007182
2015-10-01,C,30+,60+,11650440.0,11880790.0,1.0
2015-10-01,C,60+,90+,11142650.0,10882805.0,0.97668
2015-10-01,C,90+,120+,10779551.25,10568602.5,0.980431
2015-10-01,C,120+,150+,10161367.5,10335128.75,1.0
2015-10-01,C,150+,180+,9793190.0,9758446.25,0.996452
2015-10-01,C,180+,GCO,7893355.0,122422928.75,1.0
2015-10-01,D,Current,30+,1107321098.73,13209106.25,0.011929
2015-10-01,D,30+,60+,12803380.0,12464697.5,0.973547
2015-10-01,D,60+,90+,11423043.75,11846981.25,1.0
2015-10-01,D,90+,120+,11153997.5,10538002.5,0.944774
2015-10-01,D,120+,150+,11197113.75,11368750.0,1.0
2015-10-01,D,150+,180+,9144810.0,8824253.75,0.964947
2015-10-01,D,180+,GCO,7923423.75,120052788.75,1.0
2015-10-01,E,Current,30+,638829404.68,10979322.5,0.017187
2015-10-01,E,30+,60+,10650202.5,10183680.0,0.956196
2015-10-01,E,60+,90+,9123262.5,9483343.75,1.0
2015-10-01,E,90+,120+,8925743.75,8603211.25,0.963865
2015-10-01,E,120+,150+,9791915.0,9742105.0,0.994913
2015-10-01,E,150+,180+,8275260.0,8096313.75,0.978376
2015-10-01,E,180+,GCO,5852483.75,97292785.0,1.0
2015-10-01,F,Current,30+,208222484.85,6016937.5,0.028897
2015-10-01,F,30+,60+,4806537.5,4878893.75,1.0
2015-10-01,F,60+,90+,5099086.25,5118678.75,1.0
2015-10-01,F,90+,120+,4586345.0,4413858.75,0.962391
2015-10-01,F,120+,150+,4509483.75,4401640.0,0.976085
2015-10-01,F,150+,180+,3942300.0,3846228.75,0.975631
2015-10-01,F,180+,GCO,2683768.75,52749278.75,1.0
2015-10-01,G,Current,30+,50635197.56,1739822.5,0.03436
2015-10-01,G,30+,60+,1754527.5,1598913.75,0.911307
2015-10-01,G,60+,90+,1570226.25,1613151.25,1.0
2015-10-01,G,90+,120+,1613618.75,1592857.5,0.987134
2015-10-01,G,120+,150+,1570247.5,1541028.75,0.981392
2015-10-01,G,150+,180+,1248288.75,1323088.75,1.0
2015-10-01,G,180+,GCO,728173.75,16254337.5,1.0
2015-11-01,A,Current,30+,1213266363.14,1703293.75,0.001404
2015-11-01,A,30+,60+,1572967.5,1245505.0,0.791819
2015-11-01,A,60+,90+,1625136.25,1777562.5,1.0
2015-11-01,A,90+,120+,1599105.0,1619165.0,1.0
2015-11-01,A,120+,150+,1572542.5,1477682.5,0.939677
2015-11-01,A,150+,180+,1356940.0,1339175.0,0.986908
2015-11-01,A,180+,GCO,1275722.5,19032583.75,1.0
2015-11-01,B,Current,30+,1828568770.27,6730555.0,0.003681
2015-11-01,B,30+,60+,6887720.0,6541026.25,0.949665
2015-11-01,B,60+,90+,6608920.0,6581571.25,0.995862
2015-11-01,B,90+,120+,6009266.25,6121360.0,1.0
2015-11-01,B,120+,150+,5316835.0,5111751.25,0.961427
2015-11-01,B,150+,180+,5286787.5,5217661.25,0.986925
2015-11-01,B,180+,GCO,4604110.0,80954021.25,1.0
2015-11-01,C,Current,30+,1926020187.58,12632232.5,0.006559
2015-11-01,C,30+,60+,13455415.0,13265567.5,0.985891
2015-11-01,C,60+,90+,11880790.0,11697636.25,0.984584
2015-11-01,C,90+,120+,10882805.0,11035571.25,1.0
2015-11-01,C,120+,150+,10568602.5,10733013.75,1.0
2015-11-01,C,150+,180+,10335128.75,9990538.75,0.966658
2015-11-01,C,180+,GCO,9758446.25,130103996.25,1.0
2015-11-01,D,Current,30+,1120842280.92,13180440.0,0.011759
2015-11-01,D,30+,60+,13209106.25,13019662.5,0.985658
2015-11-01,D,60+,90+,12464697.5,12656925.0,1.0
2015-11-01,D,90+,120+,11846981.25,11489768.75,0.969848
2015-11-01,D,120+,150+,10538002.5,11239996.25,1.0
2015-11-01,D,150+,180+,11368750.0,11085083.75,0.975049
2015-11-01,D,180+,GCO,8824253.75,126770147.5,1.0
2015-11-01,E,Current,30+,648490904.95,12037785.0,0.018563
2015-11-01,E,30+,60+,10979322.5,11069316.25,1.0
2015-11-01,E,60+,90+,10183680.0,10442696.25,1.0
2015-11-01,E,90+,120+,9483343.75,9336846.25,0.984552
2015-11-01,E,120+,150+,8603211.25,8889470.0,1.0
2015-11-01,E,150+,180+,9742105.0,9829612.5,1.0
2015-11-01,E,180+,GCO,8096313.75,103512192.5,1.0
2015-11-01,F,Current,30+,207708484.09,5980217.5,0.028791
2015-11-01,F,30+,60+,6016937.5,6082536.25,1.0
2015-11-01,F,60+,90+,4878893.75,4982678.75,1.0
2015-11-01,F,90+,120+,5118678.75,5042752.5,0.985167
2015-11-01,F,120+,150+,4413858.75,4569770.0,1.0
2015-11-01,F,150+,180+,4401640.0,4501196.25,1.0
2015-11-01,F,180+,GCO,3846228.75,55779783.75,1.0
2015-11-01,G,Current,30+,49694526.29,1802000.0,0.036262
2015-11-01,G,30+,60+,1739822.5,1800215.0,1.0
2015-11-01,G,60+,90+,1598913.75,1784596.25,1.0
2015-11-01,G,90+,120+,1613151.25,1526302.5,0.946162
2015-11-01,G,120+,150+,1592857.5,1657308.75,1.0
2015-11-01,G,150+,180+,1541028.75,1569440.0,1.0
2015-11-01,G,180+,GCO,1323088.75,17279798.75,1.0
2015-12-01,A,Current,30+,1285308418.09,1390281.25,0.001082
2015-12-01,A,30+,60+,1703293.75,1532018.75,0.899445
2015-12-01,A,60+,90+,1245505.0,1624392.5,1.0
2015-12-01,A,90+,120+,1777562.5,1641286.25,0.923335
2015-12-01,A,120+,150+,1619165.0,1537905.0,0.949814
2015-12-01,A,150+,180+,1477682.5,1598765.0,1.0
2015-12-01,A,180+,GCO,1339175.0,20679310.0,1.0
2015-12-01,B,Current,30+,1930212440.62,6574877.5,0.003406
2015-12-01,B,30+,60+,6730555.0,6191655.0,0.919932
2015-12-01,B,60+,90+,6541026.25,6866193.75,1.0
2015-12-01,B,90+,120+,6581571.25,6718740.0,1.0
2015-12-01,B,120+,150+,6121360.0,6041120.0,0.986892
2015-12-01,B,150+,180+,5111751.25,5214792.5,1.0
2015-12-01,B,180+,GCO,5217661.25,87451995.0,1.0
2015-12-01,C,Current,30+,2024062841.22,13318756.25,0.00658
2015-12-01,C,30+,60+,12632232.5,12168068.75,0.963256
2015-12-01,C,60+,90+,13265567.5,13459431.25,1.0
2015-12-01,C,90+,120+,11697636.25,11960307.5,1.0
2015-12-01,C,120+,150+,11035571.25,10906817.5,0.988333
2015-12-01,C,150+,180+,10733013.75,10451153.75,0.973739
2015-12-01,C,180+,GCO,9990538.75,142844795.0,1.0
2015-12-01,D,Current,30+,1166565798.08,13932753.75,0.011943
2015-12-01,D,30+,60+,13180440.0,13073085.0,0.991855
2015-12-01,D,60+,90+,13019662.5,13146546.25,1.0
2015-12-01,D,90+,120+,12656925.0,12324022.5,0.973698
2015-12-01,D,120+,150+,11489768.75,12000980.0,1.0
2015-12-01,D,150+,180+,11239996.25,10488532.5,0.933144
2015-12-01,D,180+,GCO,11085083.75,140435831.25,1.0
2015-12-01,E,Current,30+,673594833.17,12357576.25,0.018346
2015-12-01,E,30+,60+,12037785.0,12146330.0,1.0
2015-12-01,E,60+,90+,11069316.25,10950741.25,0.989288
2015-12-01,E,90+,120+,10442696.25,10153016.25,0.97226
2015-12-01,E,120+,150+,9336846.25,9439611.25,1.0
2015-12-01,E,150+,180+,8889470.0,8735067.5,0.982631
2015-12-01,E,180+,GCO,9829612.5,115173873.75,1.0
2015-12-01,F,Current,30+,214822112.85,5698612.5,0.026527
2015-12-01,F,30+,60+,5980217.5,6098112.5,1.0
2015-12-01,F,60+,90+,6082536.25,6051341.25,0.994871
2015-12-01,F,90+,120+,4982678.75,4858005.0,0.974979
2015-12-01,F,120+,150+,5042752.5,5116575.0,1.0
2015-12-01,F,150+,180+,4569770.0,4456826.25,0.975285
2015-12-01,F,180+,GCO,4501196.25,61006922.5,1.0
2015-12-01,G,Current,30+,51057691.29,1400120.0,0.027422
2015-12-01,G,30+,60+,1802000.0,1976356.25,1.0
2015-12-01,G,60+,90+,1800215.0,1727072.5,0.95937
2015-12-01,G,90+,120+,1784596.25,1568781.25,0.879068
2015-12-01,G,120+,150+,1526302.5,1656033.75,1.0
2015-12-01,G,150+,180+,1657308.75,1592857.5,0.961111
2015-12-01,G,180+,GCO,1569440.0,19118455.0,1.0
2016-01-01,A,Current,30+,1316747881.98,1862052.5,0.001414
2016-01-01,A,30+,60+,1390281.25,1488201.25,1.0
2016-01-01,A,60+,90+,1532018.75,1471456.25,0.960469
2016-01-01,A,90+,120+,1624392.5,1672778.75,1.0
2016-01-01,A,120+,150+,1641286.25,1636930.0,0.997346
2016-01-01,A,150+,180+,1537905.0,1565700.0,1.0
2016-01-01,A,180+,GCO,1598765.0,22489002.5,1.0
2016-01-01,B,Current,30+,1965268280.86,6943862.5,0.003533
2016-01-01,B,30+,60+,6574877.5,6349138.75,0.965666
2016-01-01,B,60+,90+,6191655.0,6336558.75,1.0
2016-01-01,B,90+,120+,6866193.75,6906271.25,1.0
2016-01-01,B,120+,150+,6718740.0,6573985.0,0.978455
2016-01-01,B,150+,180+,6041120.0,5874158.75,0.972363
2016-01-01,B,180+,GCO,5214792.5,94125217.5,1.0
2016-01-01,C,Current,30+,2049340880.41,14812992.5,0.007228
2016-01-01,C,30+,60+,13318756.25,13430063.75,1.0
2016-01-01,C,60+,90+,12168068.75,12232583.75,1.0
2016-01-01,C,90+,120+,13459431.25,13080118.75,0.971818
2016-01-01,C,120+,150+,11960307.5,12318816.25,1.0
2016-01-01,C,150+,180+,10906817.5,10736222.5,0.984359
2016-01-01,C,180+,GCO,10451153.75,155620826.25,1.0
2016-01-01,D,Current,30+,1166989516.13,15515092.5,0.013295
2016-01-01,D,30+,60+,13932753.75,13702722.5,0.98349
2016-01-01,D,60+,90+,13073085.0,13236370.0,1.0
2016-01-01,D,90+,120+,13146546.25,12860053.75,0.978208
2016-01-01,D,120+,150+,12324022.5,12354410.0,1.0
2016-01-01,D,150+,180+,12000980.0,11768377.5,0.980618
2016-01-01,D,180+,GCO,10488532.5,153445272.5,1.0
2016-01-01,E,Current,30+,674746951.07,13823996.25,0.020488
2016-01-01,E,30+,60+,12357576.25,12312377.5,0.996342
2016-01-01,E,60+,90+,12146330.0,12195693.75,1.0
2016-01-01,E,90+,120+,10950741.25,10854988.75,0.991256
2016-01-01,E,120+,150+,10153016.25,9741340.0,0.959453
2016-01-01,E,150+,180+,9439611.25,9493607.5,1.0
2016-01-01,E,180+,GCO,8735067.5,125856078.75,1.0
2016-01-01,F,Current,30+,214293425.45,6305895.0,0.029426
2016-01-01,F,30+,60+,5698612.5,5757113.75,1.0
2016-01-01,F,60+,90+,6098112.5,6060585.0,0.993846
2016-01-01,F,90+,120+,6051341.25,5722603.75,0.945675
2016-01-01,F,120+,150+,4858005.0,4970948.75,1.0
2016-01-01,F,150+,180+,5116575.0,4969737.5,0.971302
2016-01-01,F,180+,GCO,4456826.25,66335147.5,1.0
2016-01-01,G,Current,30+,50589927.19,1626560.0,0.032152
2016-01-01,G,30+,60+,1400120.0,1574370.0,1.0
2016-01-01,G,60+,90+,1976356.25,1835256.25,0.928606
2016-01-01,G,90+,120+,1727072.5,1576410.0,0.912764
2016-01-01,G,120+,150+,1568781.25,1636760.0,1.0
2016-01-01,G,150+,180+,1656033.75,1655948.75,0.999949
2016-01-01,G,180+,GCO,1592857.5,20993066.25,1.0
2016-02-01,A,Current,30+,1358935491.64,1855358.75,0.001365
2016-02-01,A,30+,60+,1862052.5,1477151.25,0.793292
2016-02-01,A,60+,90+,1488201.25,1565572.5,1.0
2016-02-01,A,90+,120+,1471456.25,1564871.25,1.0
2016-02-01,A,120+,150+,1672778.75,1328783.75,0.794357
2016-02-01,A,150+,180+,1636930.0,1689311.25,1.0
2016-02-01,A,180+,GCO,1565700.0,23373172.5,1.0
2016-02-01,B,Current,30+,2034153113.71,6995925.0,0.003439
2016-02-01,B,30+,60+,6943862.5,6247372.5,0.899697
2016-02-01,B,60+,90+,6349138.75,5967595.0,0.939906
2016-02-01,B,90+,120+,6336558.75,6388663.75,1.0
2016-02-01,B,120+,150+,6906271.25,6565336.25,0.950634
2016-02-01,B,150+,180+,6573985.0,6471623.75,0.984429
2016-02-01,B,180+,GCO,5874158.75,96944837.5,1.0
2016-02-01,C,Current,30+,2104920716.58,15895701.25,0.007552
2016-02-01,C,30+,60+,14812992.5,13251478.75,0.894585
2016-02-01,C,60+,90+,13430063.75,12629215.0,0.940369
2016-02-01,C,90+,120+,12232583.75,11591407.5,0.947585
2016-02-01,C,120+,150+,13080118.75,13095376.25,1.0
2016-02-01,C,150+,180+,12318816.25,11589622.5,0.940807
2016-02-01,C,180+,GCO,10736222.5,161121558.75,1.0
2016-02-01,D,Current,30+,1177234187.29,16268851.25,0.01382
2016-02-01,D,30+,60+,15515092.5,13907572.5,0.89639
2016-02-01,D,60+,90+,13702722.5,13642478.75,0.995604
2016-02-01,D,90+,120+,13236370.0,10746507.5,0.811892
2016-02-01,D,120+,150+,12860053.75,13144888.75,1.0
2016-02-01,D,150+,180+,12354410.0,12744921.25,1.0
2016-02-01,D,180+,GCO,11768377.5,159615401.25,1.0
2016-02-01,E,Current,30+,681333461.31,13312041.25,0.019538
2016-02-01,E,30+,60+,13823996.25,13031838.75,0.942697
2016-02-01,E,60+,90+,12312377.5,11646253.75,0.945898
2016-02-01,E,90+,120+,12195693.75,9458736.25,0.77558
2016-02-01,E,120+,150+,10854988.75,11261883.75,1.0
2016-02-01,E,150+,180+,9741340.0,10396626.25,1.0
2016-02-01,E,180+,GCO,9493607.5,130932640.0,1.0
2016-02-01,F,Current,30+,217805200.07,5928728.75,0.02722
2016-02-01,F,30+,60+,6305895.0,5261712.5,0.834412
2016-02-01,F,60+,90+,5757113.75,5731103.75,0.995482
2016-02-01,F,90+,120+,6060585.0,4250425.0,0.701323
2016-02-01,F,120+,150+,5722603.75,6348267.5,1.0
2016-02-01,F,150+,180+,4970948.75,4784140.0,0.96242
2016-02-01,F,180+,GCO,4969737.5,69729431.25,1.0
2016-02-01,G,Current,30+,52011083.47,1596172.5,0.030689
2016-02-01,G,30+,60+,1626560.0,1578556.25,0.970488
2016-02-01,G,60+,90+,1574370.0,1551781.25,0.985652
2016-02-01,G,90+,120+,1835256.25,1037531.25,0.565333
2016-02-01,G,120+,150+,1576410.0,1821188.75,1.0
2016-02-01,G,150+,180+,1636760.0,1766045.0,1.0
2016-02-01,G,180+,GCO,1655948.75,21987927.5,1.0
2016-03-01,A,Current,30+,1500332668.34,1884705.0,0.001256
2016-03-01,A,30+,60+,1855358.75,1505520.0,0.811444
2016-03-01,A,60+,90+,1477151.25,1809735.0,1.0
2016-03-01,A,90+,120+,1565572.5,1383013.75,0.883392
2016-03-01,A,120+,150+,1564871.25,1540030.0,0.984126
2016-03-01,A,150+,180+,1328783.75,1509111.25,1.0
2016-03-01,A,180+,GCO,1689311.25,25432616.25,1.0
2016-03-01,B,Current,30+,2189316497.66,8198037.5,0.003745
2016-03-01,B,30+,60+,6995925.0,6185598.75,0.884172
2016-03-01,B,60+,90+,6247372.5,6703461.25,1.0
2016-03-01,B,90+,120+,5967595.0,6431758.75,1.0
2016-03-01,B,120+,150+,6388663.75,6146583.75,0.962108
2016-03-01,B,150+,180+,6565336.25,6987446.25,1.0
2016-03-01,B,180+,GCO,6471623.75,104758866.25,1.0
2016-03-01,C,Current,30+,2257501594.24,19305391.25,0.008552
2016-03-01,C,30+,60+,15895701.25,14232336.25,0.895358
2016-03-01,C,60+,90+,13251478.75,15480518.75,1.0
2016-03-01,C,90+,120+,12629215.0,12031473.75,0.95267
2016-03-01,C,120+,150+,11591407.5,12205192.5,1.0
2016-03-01,C,150+,180+,13095376.25,13797880.0,1.0
2016-03-01,C,180+,GCO,11589622.5,175077305.0,1.0
2016-03-01,D,Current,30+,1249074140.94,19032243.75,0.015237
2016-03-01,D,30+,60+,16268851.25,14449617.5,0.888177
2016-03-01,D,60+,90+,13907572.5,16692937.5,1.0
2016-03-01,D,90+,120+,13642478.75,11976372.5,0.877874
2016-03-01,D,120+,150+,10746507.5,13089553.75,1.0
2016-03-01,D,150+,180+,13144888.75,13338603.75,1.0
2016-03-01,D,180+,GCO,12744921.25,174509653.75,1.0
2016-03-01,E,Current,30+,725670632.33,16213240.0,0.022342
2016-03-01,E,30+,60+,13312041.25,12364758.75,0.92884
2016-03-01,E,60+,90+,13031838.75,15388293.75,1.0
2016-03-01,E,90+,120+,11646253.75,10078768.75,0.865409
2016-03-01,E,120+,150+,9458736.25,12160333.75,1.0
2016-03-01,E,150+,180+,11261883.75,10829467.5,0.961604
2016-03-01,E,180+,GCO,10396626.25,143233372.5,1.0
2016-03-01,F,Current,30+,236901887.39,7014667.5,0.02961
2016-03-01,F,30+,60+,5928728.75,4605448.75,0.776802
2016-03-01,F,60+,90+,5261712.5,7327913.75,1.0
2016-03-01,F,90+,120+,5731103.75,4236506.25,0.739213
2016-03-01,F,120+,150+,4250425.0,6109906.25,1.0
2016-03-01,F,150+,180+,6348267.5,6039908.75,0.951426
2016-03-01,F,180+,GCO,4784140.0,75252922.5,1.0
2016-03-01,G,Current,30+,56869956.16,1778285.0,0.031269
2016-03-01,G,30+,60+,1596172.5,939377.5,0.588519
2016-03-01,G,60+,90+,1578556.25,2159913.75,1.0
2016-03-01,G,90+,120+,1551781.25,907630.0,0.584896
2016-03-01,G,120+,150+,1037531.25,1965348.75,1.0
2016-03-01,G,150+,180+,1821188.75,1766512.5,0.969978
2016-03-01,G,180+,GCO,1766045.0,23886445.0,1.0
2016-04-01,A,Current,30+,1501351926.37,1976058.75,0.001316
2016-04-01,A,30+,60+,1884705.0,1687760.0,0.895504
2016-04-01,A,60+,90+,1505520.0,1660645.0,1.0
2016-04-01,A,90+,120+,1809735.0,1622735.0,0.89667
2016-04-01,A,120+,150+,1383013.75,1467418.75,1.0
2016-04-01,A,150+,180+,1540030.0,1696068.75,1.0
2016-04-01,A,180+,GCO,1509111.25,26460223.75,1.0
2016-04-01,B,Current,30+,2166940007.91,7838020.0,0.003617
2016-04-01,B,30+,60+,8198037.5,7437627.5,0.907245
2016-04-01,B,60+,90+,6185598.75,6321025.0,1.0
2016-04-01,B,90+,120+,6703461.25,6753568.75,1.0
2016-04-01,B,120+,150+,6431758.75,5956332.5,0.926081
2016-04-01,B,150+,180+,6146583.75,6693197.5,1.0
2016-04-01,B,180+,GCO,6987446.25,110333931.25,1.0
2016-04-01,C,Current,30+,2255253391.83,18067408.75,0.008011
2016-04-01,C,30+,60+,19305391.25,16536367.5,0.856567
2016-04-01,C,60+,90+,14232336.25,15796442.5,1.0
2016-04-01,C,90+,120+,15480518.75,13452185.0,0.868975
2016-04-01,C,120+,150+,12031473.75,12073485.0,1.0
2016-04-01,C,150+,180+,12205192.5,12684783.75,1.0
2016-04-01,C,180+,GCO,13797880.0,186406530.0,1.0
2016-04-01,D,Current,30+,1241369393.69,16781613.75,0.013519
2016-04-01,D,30+,60+,19032243.75,16132851.25,0.847659
2016-04-01,D,60+,90+,14449617.5,16413096.25,1.0
2016-04-01,D,90+,120+,16692937.5,14432851.25,0.864608
2016-04-01,D,120+,150+,11976372.5,11799190.0,0.985206
2016-04-01,D,150+,180+,13089553.75,13298122.5,1.0
2016-04-01,D,180+,GCO,13338603.75,185696185.0,1.0
2016-04-01,E,Current,30+,717750540.4,13463490.0,0.018758
2016-04-01,E,30+,60+,16213240.0,13395766.25,0.826224
2016-04-01,E,60+,90+,12364758.75,13886195.0,1.0
2016-04-01,E,90+,120+,15388293.75,12925673.75,0.839968
2016-04-01,E,120+,150+,10078768.75,10020458.75,0.994215
2016-04-01,E,150+,180+,12160333.75,12056145.0,0.991432
2016-04-01,E,180+,GCO,10829467.5,152834568.75,1.0
2016-04-01,F,Current,30+,234244123.21,5529228.75,0.023605
2016-04-01,F,30+,60+,7014667.5,5197452.5,0.740941
2016-04-01,F,60+,90+,4605448.75,5890393.75,1.0
2016-04-01,F,90+,120+,7327913.75,5399922.5,0.736898
2016-04-01,F,120+,150+,4236506.25,4507401.25,1.0
2016-04-01,F,150+,180+,6109906.25,5983277.5,0.979275
2016-04-01,F,180+,GCO,6039908.75,80903170.0,1.0
2016-04-01,G,Current,30+,57641896.39,1374938.75,0.023853
2016-04-01,G,30+,60+,1778285.0,1064391.25,0.598549
2016-04-01,G,60+,90+,939377.5,1542048.75,1.0
2016-04-01,G,90+,120+,2159913.75,1482718.75,0.686471
2016-04-01,G,120+,150+,907630.0,950066.25,1.0
2016-04-01,G,150+,180+,1965348.75,1802000.0,0.916886
2016-04-01,G,180+,GCO,1766512.5,25617661.25,1.0
2016-05-01,A,Current,30+,1505568967.4,2319437.5,0.001541
2016-05-01,A,30+,60+,1976058.75,1916877.5,0.970051
2016-05-01,A,60+,90+,1687760.0,1810988.75,1.0
2016-05-01,A,90+,120+,1660645.0,1576261.25,0.949186
2016-05-01,A,120+,150+,1622735.0,1814580.0,1.0
2016-05-01,A,150+,180+,1467418.75,1385393.75,0.944103
2016-05-01,A,180+,GCO,1696068.75,28545507.5,1.0
2016-05-01,B,Current,30+,2172428468.72,8537081.25,0.00393
2016-05-01,B,30+,60+,7838020.0,8017072.5,1.0
2016-05-01,B,60+,90+,7437627.5,7496915.0,1.0
2016-05-01,B,90+,120+,6321025.0,6791670.0,1.0
2016-05-01,B,120+,150+,6753568.75,6718017.5,0.994736
2016-05-01,B,150+,180+,5956332.5,6704120.0,1.0
2016-05-01,B,180+,GCO,6693197.5,118101295.0,1.0
2016-05-01,C,Current,30+,2261448280.38,17912730.0,0.007921
2016-05-01,C,30+,60+,18067408.75,15580457.5,0.862352
2016-05-01,C,60+,90+,16536367.5,19227340.0,1.0
2016-05-01,C,90+,120+,15796442.5,14788767.5,0.936209
2016-05-01,C,120+,150+,13452185.0,14717388.75,1.0
2016-05-01,C,150+,180+,12073485.0,13286052.5,1.0
2016-05-01,C,180+,GCO,12684783.75,201444963.75,1.0
2016-05-01,D,Current,30+,1241933790.0,16724727.5,0.013467
2016-05-01,D,30+,60+,16781613.75,15743551.25,0.938143
2016-05-01,D,60+,90+,16132851.25,18771102.5,1.0
2016-05-01,D,90+,120+,16413096.25,14939047.5,0.910191
2016-05-01,D,120+,150+,14432851.25,15279387.5,1.0
2016-05-01,D,150+,180+,11799190.0,13963927.5,1.0
2016-05-01,D,180+,GCO,13298122.5,201221626.25,1.0
2016-05-01,E,Current,30+,717229972.97,13551762.5,0.018895
2016-05-01,E,30+,60+,13463490.0,11679467.5,0.867492
2016-05-01,E,60+,90+,13395766.25,16087440.0,1.0
2016-05-01,E,90+,120+,13886195.0,12515803.75,0.901313
